video_path,frame_path,keypoints_path,mp4_path,n_frames,n_json,frames_done,sapiens_done,reextract_done,overlay_done,use_video,is_val
0_RAW_DATA/AI_dataset/N02/N02_Ward/SLR1.MOV,1_FRAME/AI_dataset/N02/N02_Ward/SLR1_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/SLR1_JSON,3_MP4/AI_dataset/N02/N02_Ward/SLR1.mp4,614.0,614.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N02/N02_Ward/SLR2.MP4,1_FRAME/AI_dataset/N02/N02_Ward/SLR2_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/SLR2_JSON,3_MP4/AI_dataset/N02/N02_Ward/SLR2.mp4,336.0,336.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N02/N02_Ward/SLR3.MP4,1_FRAME/AI_dataset/N02/N02_Ward/SLR3_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/SLR3_JSON,3_MP4/AI_dataset/N02/N02_Ward/SLR3.mp4,350.0,350.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N02/N02_Ward/Shoulder Abduction1.MOV,1_FRAME/AI_dataset/N02/N02_Ward/Shoulder Abduction1_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/Shoulder Abduction1_JSON,3_MP4/AI_dataset/N02/N02_Ward/Shoulder Abduction1.mp4,776.0,776.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N02/N02_Ward/Shoulder Abduction2.MP4,1_FRAME/AI_dataset/N02/N02_Ward/Shoulder Abduction2_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/Shoulder Abduction2_JSON,3_MP4/AI_dataset/N02/N02_Ward/Shoulder Abduction2.mp4,413.0,413.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N02/N02_Ward/Shoulder Abduction3.MP4,1_FRAME/AI_dataset/N02/N02_Ward/Shoulder Abduction3_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/Shoulder Abduction3_JSON,3_MP4/AI_dataset/N02/N02_Ward/Shoulder Abduction3.mp4,406.0,406.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N02/N02_Ward/Shoulder Flexion1.MOV,1_FRAME/AI_dataset/N02/N02_Ward/Shoulder Flexion1_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/Shoulder Flexion1_JSON,3_MP4/AI_dataset/N02/N02_Ward/Shoulder Flexion1.mp4,696.0,696.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N02/N02_Ward/Shoulder Flexion2.MP4,1_FRAME/AI_dataset/N02/N02_Ward/Shoulder Flexion2_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/Shoulder Flexion2_JSON,3_MP4/AI_dataset/N02/N02_Ward/Shoulder Flexion2.mp4,360.0,360.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N02/N02_Ward/Shoulder Flexion3.MP4,1_FRAME/AI_dataset/N02/N02_Ward/Shoulder Flexion3_frames,2_KEYPOINTS/AI_dataset/N02/N02_Ward/Shoulder Flexion3_JSON,3_MP4/AI_dataset/N02/N02_Ward/Shoulder Flexion3.mp4,328.0,328.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Biceps Curl1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Biceps Curl1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Biceps Curl1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Biceps Curl1.mp4,223.0,223.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Biceps Curl2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Biceps Curl2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Biceps Curl2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Biceps Curl2.mp4,733.0,733.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Biceps Curl3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Biceps Curl3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Biceps Curl3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Biceps Curl3.mp4,372.0,372.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Extension1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Extension1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Extension1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Extension1.mp4,349.0,349.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Extension2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Extension2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Extension2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Extension2.mp4,777.0,777.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Extension3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Extension3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Extension3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Extension3.mp4,319.0,319.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension1.mp4,320.0,320.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension2.mp4,652.0,652.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension3.mp4,325.0,325.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair1.mp4,349.0,349.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair2.mp4,665.0,665.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_Wheelchair3.mp4,349.0,349.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable1.mp4,424.0,424.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable2.mp4,774.0,774.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_bobathtable3.mp4,410.0,410.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair1.mp4,342.0,342.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair2.mp4,661.0,661.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Hip Flexion Extension_chair3.mp4,344.0,344.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair1.mp4,335.0,335.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair2.mp4,680.0,680.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Extension_Wheelchair3.mp4,337.0,337.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Extension_chair1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Extension_chair1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Extension_chair1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Extension_chair1.mp4,343.0,343.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Extension_chair2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Extension_chair2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Extension_chair2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Extension_chair2.mp4,668.0,668.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Extension_chair3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Extension_chair3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Extension_chair3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Extension_chair3.mp4,346.0,346.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Flexion1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Flexion1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Flexion1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Flexion1.mp4,349.0,349.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Flexion2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Flexion2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Flexion2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Flexion2.mp4,627.0,627.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/Knee Flexion3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/Knee Flexion3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/Knee Flexion3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/Knee Flexion3.mp4,318.0,318.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/SLR_bobathtable1.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/SLR_bobathtable1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/SLR_bobathtable1_JSON,3_MP4/AI_dataset/N03/N03_Treatment/SLR_bobathtable1.mp4,347.0,347.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/SLR_bobathtable2.MOV,1_FRAME/AI_dataset/N03/N03_Treatment/SLR_bobathtable2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/SLR_bobathtable2_JSON,3_MP4/AI_dataset/N03/N03_Treatment/SLR_bobathtable2.mp4,670.0,670.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Treatment/SLR_bobathtable3.MP4,1_FRAME/AI_dataset/N03/N03_Treatment/SLR_bobathtable3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Treatment/SLR_bobathtable3_JSON,3_MP4/AI_dataset/N03/N03_Treatment/SLR_bobathtable3.mp4,345.0,345.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Ankle Pumping1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Ankle Pumping1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Ankle Pumping1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Ankle Pumping1.mp4,691.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Ankle Pumping2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Ankle Pumping2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Ankle Pumping2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Ankle Pumping2.mp4,349.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Ankle Pumping3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Ankle Pumping3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Ankle Pumping3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Ankle Pumping3.mp4,343.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Biceps Curl1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Biceps Curl1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Biceps Curl1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Biceps Curl1.mp4,680.0,680.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Biceps Curl2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Biceps Curl2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Biceps Curl2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Biceps Curl2.mp4,381.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Biceps Curl3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Biceps Curl3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Biceps Curl3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Biceps Curl3.mp4,346.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral1.mp4,672.0,672.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral2.mp4,363.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Biceps Curl_Bilateral3.mp4,347.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Bridge_Dynamic1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Bridge_Dynamic1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Bridge_Dynamic1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Bridge_Dynamic1.mp4,1372.0,1372.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Bridge_Dynamic2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Bridge_Dynamic2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Bridge_Dynamic2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Bridge_Dynamic2.mp4,684.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Bridge_Dynamic3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Bridge_Dynamic3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Bridge_Dynamic3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Bridge_Dynamic3.mp4,691.0,691.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Bridge_static1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Bridge_static1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Bridge_static1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Bridge_static1.mp4,646.0,646.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Bridge_static2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Bridge_static2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Bridge_static2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Bridge_static2.mp4,341.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Bridge_static3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Bridge_static3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Bridge_static3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Bridge_static3.mp4,357.0,357.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Chest Press1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Chest Press1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Chest Press1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Chest Press1.mp4,673.0,673.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Chest Press2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Chest Press2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Chest Press2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Chest Press2.mp4,396.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Chest Press3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Chest Press3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Chest Press3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Chest Press3.mp4,352.0,352.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Clamshell_Sidelying1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Clamshell_Sidelying1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Clamshell_Sidelying1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Clamshell_Sidelying1.mp4,711.0,711.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Clamshell_Sidelying2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Clamshell_Sidelying2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Clamshell_Sidelying2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Clamshell_Sidelying2.mp4,345.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Clamshell_Sidelying3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Clamshell_Sidelying3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Clamshell_Sidelying3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Clamshell_Sidelying3.mp4,376.0,376.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Clamshell_Supine1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Clamshell_Supine1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Clamshell_Supine1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Clamshell_Supine1.mp4,552.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Clamshell_Supine2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Clamshell_Supine2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Clamshell_Supine2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Clamshell_Supine2.mp4,345.0,345.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Clamshell_Supine3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Clamshell_Supine3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Clamshell_Supine3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Clamshell_Supine3.mp4,317.0,317.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip Extension1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Hip Extension1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip Extension1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip Extension1.mp4,716.0,716.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip Extension2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Hip Extension2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip Extension2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip Extension2.mp4,352.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip Extension3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Hip Extension3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip Extension3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip Extension3.mp4,366.0,366.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip abduction1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Hip abduction1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip abduction1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip abduction1.mp4,669.0,669.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip abduction2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Hip abduction2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip abduction2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip abduction2.mp4,348.0,348.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip abduction3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Hip abduction3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip abduction3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip abduction3.mp4,354.0,354.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip knee flexion1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Hip knee flexion1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip knee flexion1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip knee flexion1.mp4,803.0,803.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip knee flexion2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Hip knee flexion2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip knee flexion2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip knee flexion2.mp4,422.0,422.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Hip knee flexion3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Hip knee flexion3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Hip knee flexion3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Hip knee flexion3.mp4,422.0,422.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Knee flexion1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Knee flexion1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Knee flexion1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Knee flexion1.mp4,708.0,708.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Knee flexion2.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Knee flexion2_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Knee flexion2_JSON,3_MP4/AI_dataset/N03/N03_Ward/Knee flexion2.mp4,336.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Knee flexion3.MP4,1_FRAME/AI_dataset/N03/N03_Ward/Knee flexion3_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Knee flexion3_JSON,3_MP4/AI_dataset/N03/N03_Ward/Knee flexion3.mp4,374.0,374.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N03/N03_Ward/Leg cycle exercise1.MOV,1_FRAME/AI_dataset/N03/N03_Ward/Leg cycle exercise1_frames,2_KEYPOINTS/AI_dataset/N03/N03_Ward/Leg cycle exercise1_JSON,3_MP4/AI_dataset/N03/N03_Ward/Leg cycle exercise1.mp4,659.0,659.0,True,True,True,True,False,False
